,model,RMSE,MAPE,DA,R2
0,7_64_8,1.6202671527862549,1.144955039024353,46.13003095975232,0.9614718556404114
1,7_64_16,1.4758434295654297,0.9664009213447571,45.975232198142415,0.9680342674255371
2,7_64_32,1.475297451019287,1.034794807434082,45.51083591331269,0.9680578708648682
3,7_64_64,1.2445412874221802,0.8381845355033875,45.975232198142415,0.9772687554359436
